variant,run,solution_nr,runtime,evaluations,solution_rules,overlap_seeded_rules,seeded_rules
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,5,17.944,10000,33,30,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,6,17.944,10000,35,30,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,7,17.944,10000,34,30,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,8,17.944,10000,32,30,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,9,17.944,10000,41,37,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",22,10,17.944,10000,42,38,1215
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,0,15.618,10000,25,23,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,1,15.618,10000,36,33,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,2,15.618,10000,26,23,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,3,15.618,10000,30,27,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,4,15.618,10000,29,26,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,5,15.618,10000,32,29,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,6,15.618,10000,27,24,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,7,15.618,10000,28,25,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,8,15.618,10000,33,30,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,9,15.618,10000,34,31,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",23,10,15.618,10000,35,32,1255
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,0,26.223,10000,67,57,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,1,26.223,10000,40,34,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,2,26.223,10000,42,34,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,3,26.223,10000,43,34,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,4,26.223,10000,61,52,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,5,26.223,10000,59,50,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,6,26.223,10000,44,34,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,7,26.223,10000,52,38,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,8,26.223,10000,62,53,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,9,26.223,10000,48,37,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,10,26.223,10000,45,35,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,11,26.223,10000,56,42,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,12,26.223,10000,54,40,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,13,26.223,10000,46,35,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,14,26.223,10000,65,55,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,15,26.223,10000,55,41,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,16,26.223,10000,47,36,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",24,17,26.223,10000,66,55,1345
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,0,15.607,10000,38,32,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,1,15.607,10000,25,23,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,2,15.607,10000,28,25,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,3,15.607,10000,27,25,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,4,15.607,10000,34,28,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,5,15.607,10000,33,28,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,6,15.607,10000,30,25,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,7,15.607,10000,29,25,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,8,15.607,10000,26,24,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,9,15.607,10000,36,30,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,10,15.607,10000,31,27,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,11,15.607,10000,32,27,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",25,12,15.607,10000,37,31,1388
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,0,22.638,10000,40,35,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,1,22.638,10000,56,51,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,2,22.638,10000,41,35,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,3,22.638,10000,42,35,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,4,22.638,10000,50,46,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,5,22.638,10000,52,47,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,6,22.638,10000,53,48,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,7,22.638,10000,43,36,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,8,22.638,10000,44,37,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,9,22.638,10000,49,44,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,10,22.638,10000,45,40,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,11,22.638,10000,47,41,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,12,22.638,10000,46,40,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",26,13,22.638,10000,48,42,1452
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,0,16.292,10000,40,32,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,1,16.292,10000,26,24,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,2,16.292,10000,33,27,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,3,16.292,10000,28,26,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,4,16.292,10000,29,25,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,5,16.292,10000,32,26,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,6,16.292,10000,30,26,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,7,16.292,10000,27,25,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",27,8,16.292,10000,31,26,1503
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,0,18.322,10000,33,28,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,1,18.322,10000,43,34,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,2,18.322,10000,34,27,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,3,18.322,10000,35,28,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,4,18.322,10000,36,29,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,5,18.322,10000,38,31,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,6,18.322,10000,37,30,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,7,18.322,10000,39,31,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,8,18.322,10000,40,32,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,9,18.322,10000,41,33,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",28,10,18.322,10000,42,34,1557
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,0,14.201,10000,35,29,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,1,14.201,10000,23,20,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,2,14.201,10000,24,20,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,3,14.201,10000,28,25,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,4,14.201,10000,29,25,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,5,14.201,10000,25,21,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,6,14.201,10000,27,21,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,7,14.201,10000,26,21,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,8,14.201,10000,31,26,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,9,14.201,10000,30,26,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,10,14.201,10000,33,29,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",29,11,14.201,10000,34,28,1598
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,0,22.596,10000,31,25,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,1,22.596,10000,49,43,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,2,22.596,10000,44,38,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,3,22.596,10000,33,28,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,4,22.596,10000,39,32,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,5,22.596,10000,47,41,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,6,22.596,10000,37,30,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,7,22.596,10000,38,31,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,8,22.596,10000,35,27,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,9,22.596,10000,36,29,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,10,22.596,10000,48,42,1679
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",30,11,22.596,10000,34,28,1679
