variant,run,seconds,evaluations,length_avg,length_max,length_min,length_sum,plan_count
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.181,8100,34.01,41.0,28.0,3401.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.308,8200,34.03,41.0,28.0,3403.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.435,8300,34.08,41.0,28.0,3408.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.565,8400,35.3,41.0,28.0,3530.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.706,8500,34.99,42.0,28.0,3499.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.844,8600,34.84,42.0,28.0,3484.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,24.97,8700,35.16,42.0,27.0,3516.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.128,8800,35.03,42.0,27.0,3503.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.253,8900,35.21,41.0,27.0,3521.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.373,9000,35.01,41.0,27.0,3501.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.488,9100,34.18,41.0,27.0,3418.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.615,9200,33.91,41.0,27.0,3391.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.75,9300,33.96,42.0,27.0,3396.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,25.882,9400,33.27,42.0,27.0,3327.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.012,9500,34.84,42.0,26.0,3484.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.158,9600,34.58,42.0,26.0,3458.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.302,9700,33.19,42.0,26.0,3319.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.437,9800,33.32,42.0,26.0,3332.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.56,9900,32.82,42.0,26.0,3282.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.694,10000,32.1,42.0,25.0,3210.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,0.854,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,1.891,200,185.43,200.0,160.0,18543.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,2.855,300,165.55,200.0,140.0,16555.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,3.747,400,155.19,200.0,122.0,15519.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,4.515,500,146.06,200.0,117.0,14606.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,5.312,600,142.63,200.0,110.0,14263.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,6.045,700,137.57,200.0,103.0,13757.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,6.899,800,130.4,200.0,98.0,13040.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,7.562,900,125.99,200.0,86.0,12599.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,8.246,1000,120.41,192.0,86.0,12041.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,8.878,1100,120.85,189.0,83.0,12085.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,9.487,1200,118.57,187.0,77.0,11857.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,10.106,1300,117.05,187.0,77.0,11705.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,10.621,1400,113.25,186.0,77.0,11325.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,11.201,1500,110.17,186.0,73.0,11017.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,11.687,1600,109.51,186.0,72.0,10951.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,12.177,1700,106.7,186.0,72.0,10670.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,12.7,1800,105.04,186.0,72.0,10504.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,13.157,1900,104.11,186.0,69.0,10411.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,13.701,2000,101.42,184.0,66.0,10142.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,14.228,2100,93.15,183.0,66.0,9315.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,14.623,2200,91.16,172.0,66.0,9116.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,15.036,2300,92.37,172.0,65.0,9237.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,15.45,2400,89.54,169.0,65.0,8954.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,15.854,2500,95.27,169.0,65.0,9527.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,16.31,2600,93.57,139.0,64.0,9357.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,16.744,2700,87.75,139.0,64.0,8775.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,17.175,2800,80.45,139.0,64.0,8045.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,17.525,2900,80.05,138.0,64.0,8005.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,17.832,3000,79.98,138.0,64.0,7998.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,18.158,3100,77.4,138.0,63.0,7740.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,18.484,3200,74.02,89.0,63.0,7402.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,18.77,3300,74.26,86.0,63.0,7426.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,19.047,3400,72.07,87.0,63.0,7207.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,19.328,3500,72.16,87.0,63.0,7216.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,19.613,3600,72.76,87.0,61.0,7276.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,19.926,3700,71.99,87.0,61.0,7199.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,20.224,3800,69.98,88.0,60.0,6998.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,20.481,3900,70.57,88.0,59.0,7057.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,20.752,4000,68.91,88.0,58.0,6891.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,21.061,4100,68.67,88.0,58.0,6867.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,21.351,4200,68.72,88.0,57.0,6872.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,21.602,4300,68.51,88.0,55.0,6851.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,21.868,4400,68.27,88.0,55.0,6827.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,22.137,4500,66.49,87.0,55.0,6649.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,22.389,4600,65.56,87.0,55.0,6556.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,22.646,4700,64.34,87.0,54.0,6434.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,22.905,4800,63.65,87.0,54.0,6365.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,23.159,4900,63.59,87.0,54.0,6359.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,23.393,5000,63.45,87.0,52.0,6345.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,23.635,5100,64.09,87.0,50.0,6409.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,23.882,5200,65.17,87.0,50.0,6517.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,24.14,5300,66.19,87.0,50.0,6619.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,24.388,5400,63.83,87.0,50.0,6383.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,24.616,5500,63.26,87.0,50.0,6326.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,24.839,5600,61.75,87.0,50.0,6175.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,25.06,5700,61.65,87.0,50.0,6165.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,25.297,5800,63.77,87.0,49.0,6377.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,25.542,5900,61.08,87.0,49.0,6108.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,25.77,6000,62.62,87.0,49.0,6262.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,26.007,6100,63.71,87.0,49.0,6371.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,26.225,6200,58.94,87.0,49.0,5894.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,26.436,6300,58.46,87.0,47.0,5846.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,26.657,6400,57.8,87.0,47.0,5780.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,26.878,6500,58.69,85.0,47.0,5869.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,27.113,6600,59.03,85.0,47.0,5903.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,27.379,6700,57.71,85.0,45.0,5771.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,27.604,6800,56.91,85.0,45.0,5691.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,27.811,6900,57.21,85.0,45.0,5721.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.02,7000,56.4,85.0,45.0,5640.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.243,7100,54.2,84.0,45.0,5420.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.45,7200,52.94,84.0,45.0,5294.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.684,7300,51.97,63.0,45.0,5197.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.891,7400,52.14,63.0,45.0,5214.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,29.09,7500,50.5,62.0,44.0,5050.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,29.273,7600,50.66,62.0,44.0,5066.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,29.45,7700,51.41,62.0,44.0,5141.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,29.647,7800,50.48,61.0,44.0,5048.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,29.847,7900,51.18,61.0,43.0,5118.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,30.048,8000,50.56,61.0,43.0,5056.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,30.256,8100,51.1,61.0,43.0,5110.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,30.449,8200,51.22,61.0,43.0,5122.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,30.653,8300,50.93,61.0,43.0,5093.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,30.853,8400,50.88,61.0,43.0,5088.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,31.077,8500,49.15,61.0,43.0,4915.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,31.26,8600,50.17,61.0,43.0,5017.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,31.437,8700,51.35,61.0,42.0,5135.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,31.661,8800,52.06,61.0,42.0,5206.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,31.857,8900,51.4,61.0,42.0,5140.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,32.051,9000,50.39,61.0,42.0,5039.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,32.245,9100,50.48,61.0,42.0,5048.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,32.451,9200,50.95,60.0,41.0,5095.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,32.642,9300,50.84,61.0,39.0,5084.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,32.852,9400,48.25,61.0,39.0,4825.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,33.051,9500,47.74,60.0,39.0,4774.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,33.257,9600,47.51,59.0,39.0,4751.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,33.45,9700,47.54,59.0,39.0,4754.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,33.634,9800,47.93,59.0,38.0,4793.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,33.817,9900,48.08,59.0,38.0,4808.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,34.007,10000,47.61,59.0,38.0,4761.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,0.816,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,1.851,200,183.06,200.0,156.0,18306.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,2.827,300,167.85,200.0,138.0,16785.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,3.721,400,156.17,200.0,119.0,15617.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,4.495,500,144.1,186.0,100.0,14410.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,5.2,600,139.29,186.0,100.0,13929.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,5.905,700,135.69,179.0,91.0,13569.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,6.617,800,131.71,172.0,91.0,13171.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,7.291,900,126.57,165.0,89.0,12657.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,7.908,1000,126.83,165.0,87.0,12683.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,8.546,1100,129.35,165.0,82.0,12935.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,9.162,1200,130.19,165.0,74.0,13019.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,9.831,1300,126.41,165.0,74.0,12641.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,10.473,1400,126.17,165.0,71.0,12617.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,11.088,1500,121.42,163.0,71.0,12142.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,11.695,1600,115.66,163.0,69.0,11566.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,12.256,1700,114.23,163.0,69.0,11423.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,12.823,1800,104.86,163.0,69.0,10486.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,13.374,1900,91.47,154.0,61.0,9147.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,13.794,2000,89.89,154.0,61.0,8989.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,14.222,2100,94.05,154.0,61.0,9405.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,14.67,2200,93.29,154.0,60.0,9329.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,15.132,2300,90.58,152.0,54.0,9058.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,15.589,2400,87.66,153.0,54.0,8766.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,16.057,2500,89.23,153.0,54.0,8923.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,16.495,2600,93.0,152.0,54.0,9300.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,16.955,2700,90.18,152.0,51.0,9018.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,17.37,2800,89.04,153.0,51.0,8904.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,17.758,2900,86.61,153.0,49.0,8661.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,18.169,3000,87.91,153.0,48.0,8791.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,18.564,3100,90.36,153.0,48.0,9036.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,18.997,3200,96.84,153.0,47.0,9684.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,19.458,3300,92.11,153.0,47.0,9211.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,19.919,3400,88.57,143.0,47.0,8857.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,20.343,3500,89.99,143.0,47.0,8999.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,20.851,3600,85.65,143.0,47.0,8565.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,21.279,3700,84.84,143.0,47.0,8484.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,21.746,3800,85.62,143.0,47.0,8562.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,22.224,3900,87.04,143.0,47.0,8704.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,22.719,4000,87.07,140.0,47.0,8707.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,23.166,4100,90.84,140.0,47.0,9084.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,23.775,4200,85.63,137.0,47.0,8563.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,24.238,4300,86.98,137.0,47.0,8698.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,24.744,4400,86.18,137.0,46.0,8618.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,25.194,4500,86.63,136.0,46.0,8663.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,25.675,4600,84.43,134.0,46.0,8443.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,26.028,4700,83.24,134.0,46.0,8324.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,26.522,4800,82.11,134.0,46.0,8211.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,26.952,4900,81.26,134.0,46.0,8126.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,27.434,5000,80.06,134.0,45.0,8006.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,27.815,5100,78.64,134.0,45.0,7864.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,28.157,5200,73.58,134.0,45.0,7358.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,28.493,5300,72.52,134.0,45.0,7252.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,28.84,5400,75.23,134.0,45.0,7523.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,29.256,5500,74.37,134.0,45.0,7437.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,29.71,5600,75.11,134.0,45.0,7511.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,30.113,5700,74.21,134.0,45.0,7421.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,30.497,5800,77.56,134.0,45.0,7756.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,30.908,5900,77.81,134.0,45.0,7781.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,31.295,6000,83.01,134.0,45.0,8301.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,31.768,6100,85.56,134.0,45.0,8556.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,32.24,6200,88.55,134.0,44.0,8855.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,32.78,6300,82.63,131.0,44.0,8263.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,33.233,6400,77.21,131.0,43.0,7721.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,33.55,6500,76.6,131.0,43.0,7660.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,33.935,6600,74.26,131.0,43.0,7426.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,34.311,6700,73.86,131.0,43.0,7386.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,34.699,6800,74.69,131.0,43.0,7469.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,35.095,6900,76.75,131.0,43.0,7675.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,35.455,7000,76.27,131.0,43.0,7627.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,35.824,7100,71.15,130.0,43.0,7115.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,36.175,7200,67.6,130.0,43.0,6760.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,36.509,7300,69.01,130.0,43.0,6901.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,36.858,7400,72.01,130.0,43.0,7201.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,37.208,7500,72.89,130.0,43.0,7289.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,37.559,7600,76.56,130.0,43.0,7656.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,37.961,7700,72.16,130.0,42.0,7216.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,38.281,7800,80.02,130.0,42.0,8002.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,38.63,7900,79.64,130.0,42.0,7964.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,39.022,8000,69.57,130.0,42.0,6957.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,39.343,8100,70.25,130.0,42.0,7025.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,39.703,8200,75.47,130.0,42.0,7547.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,40.085,8300,74.18,130.0,41.0,7418.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,40.439,8400,76.55,130.0,41.0,7655.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,40.831,8500,78.0,130.0,41.0,7800.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,41.126,8600,75.71,130.0,41.0,7571.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,41.485,8700,78.24,130.0,41.0,7824.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,41.809,8800,68.69,130.0,41.0,6869.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,42.115,8900,64.7,130.0,41.0,6470.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,42.401,9000,63.38,130.0,41.0,6338.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,42.72,9100,62.02,129.0,41.0,6202.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,42.986,9200,62.97,129.0,41.0,6297.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,43.216,9300,65.82,129.0,41.0,6582.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,43.513,9400,69.5,129.0,41.0,6950.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,43.812,9500,67.31,128.0,40.0,6731.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,44.115,9600,66.44,128.0,40.0,6644.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,44.373,9700,68.87,127.0,40.0,6887.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,44.704,9800,70.12,127.0,40.0,7012.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,45.003,9900,67.01,127.0,40.0,6701.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,45.297,10000,74.18,127.0,40.0,7418.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,0.822,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,1.898,200,183.61,200.0,156.0,18361.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,2.826,300,167.79,200.0,136.0,16779.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,3.685,400,159.13,200.0,125.0,15913.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,4.487,500,149.18,200.0,120.0,14918.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,5.189,600,140.3,189.0,115.0,14030.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,5.926,700,135.52,188.0,106.0,13552.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,6.612,800,126.7,179.0,96.0,12670.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,7.208,900,122.74,177.0,89.0,12274.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,7.866,1000,116.71,177.0,89.0,11671.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,8.437,1100,105.74,167.0,78.0,10574.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,8.959,1200,105.89,168.0,77.0,10589.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,9.441,1300,101.23,167.0,77.0,10123.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,9.963,1400,96.42,167.0,70.0,9642.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,10.414,1500,93.02,167.0,70.0,9302.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,10.821,1600,87.08,130.0,69.0,8708.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,11.264,1700,88.39,130.0,69.0,8839.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,11.726,1800,83.67,126.0,68.0,8367.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,12.132,1900,81.43,126.0,65.0,8143.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,12.503,2000,78.52,126.0,65.0,7852.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,12.853,2100,78.43,126.0,62.0,7843.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,13.213,2200,78.4,126.0,62.0,7840.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,13.534,2300,77.1,126.0,61.0,7710.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,13.908,2400,77.72,126.0,61.0,7772.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,14.213,2500,79.26,126.0,60.0,7926.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,14.552,2600,75.24,126.0,60.0,7524.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,14.873,2700,74.92,126.0,57.0,7492.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,15.162,2800,68.3,125.0,57.0,6830.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,15.425,2900,67.18,77.0,57.0,6718.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,15.687,3000,65.56,74.0,57.0,6556.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,15.992,3100,64.23,76.0,56.0,6423.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,16.232,3200,64.09,75.0,54.0,6409.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,16.469,3300,64.11,75.0,53.0,6411.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,16.697,3400,63.59,75.0,53.0,6359.0,100
